count,hour,minute,second,msec,x1,y1,z1,x2,y2,z2,x3,y3,z3,q1,q2,q3,pos1,pos2,pos3,vel1,vel2,vel3
548,17,51,59,146,-0.146195,0.306031,1.39308,-0.373268,0.223979,1.44738,-0.569832,0.173994,1.40258,88,-70.6876,-25.7722,87.9991,70.6881,24.5881,-0.0611115,0.170288,1.90887
549,17,51,59,179,-0.146195,0.306031,1.39308,-0.373268,0.223979,1.44738,-0.569832,0.173994,1.40258,88,-70.663,-25.7551,87.9984,70.6929,24.6499,0,0.0830841,1.78734
550,17,51,59,214,-0.146195,0.306031,1.39308,-0.373268,0.223979,1.44738,-0.569832,0.173994,1.40258,88,-70.6457,-25.7429,87.9991,70.6943,24.7076,0,0.00480652,1.67404
551,17,51,59,247,-0.146195,0.306031,1.39308,-0.373268,0.223979,1.44738,-0.569832,0.173994,1.40258,88,-70.6361,-25.736,87.9998,70.6956,24.7598,0,0.044632,1.51749
552,17,51,59,280,-0.146195,0.306031,1.39308,-0.373268,0.223979,1.44738,-0.569832,0.173994,1.40258,88,-70.6322,-25.7332,88.0005,70.6956,24.8071,0.00343323,-0,1.50375
553,17,51,59,311,-0.146195,0.306031,1.39308,-0.373268,0.223979,1.44738,-0.569832,0.173994,1.40258,88,-70.6318,-25.7328,87.9998,70.6963,24.8497,0,-0,1.28403
554,17,51,59,348,-0.146195,0.306031,1.39308,-0.373268,0.223978,1.44738,-0.569832,0.173994,1.40258,88,-70.6329,-25.7335,87.9991,70.6956,24.8978,0,0.000686646,1.26617
555,17,51,59,383,-0.146195,0.306031,1.39308,-0.373268,0.223978,1.44738,-0.569832,0.173994,1.40258,88,-70.6343,-25.7345,87.9998,70.695,24.9417,0,-0.042572,1.18858
556,17,51,59,414,-0.146195,0.306031,1.39308,-0.373268,0.223978,1.44738,-0.569832,0.173994,1.40258,88,-70.6355,-25.7353,87.9998,70.695,24.9809,0,-0.0384521,1.29295
557,17,51,59,448,-0.146198,0.30603,1.39308,-0.373271,0.223976,1.44738,-0.569833,0.17399,1.40258,88,-70.6362,-25.7359,87.9998,70.695,25.0234,0,-0.0556183,1.14601
558,17,51,59,480,-0.146198,0.30603,1.39308,-0.373271,0.223976,1.44738,-0.569833,0.17399,1.40258,88,-70.6365,-25.7363,87.9984,70.695,25.0605,0,-0.098877,1.07735
559,17,51,59,515,-0.146408,0.305914,1.39307,-0.373436,0.223718,1.44728,-0.569945,0.173651,1.4024,88,-70.634,-25.737,87.9991,70.6908,25.0983,0,-0.20668,1.08078
560,17,51,59,547,-0.146408,0.305914,1.39307,-0.373436,0.223718,1.44728,-0.569945,0.173651,1.4024,88,-70.6263,-25.7387,87.9984,70.684,25.1305,0,-0.21286,0.923538
561,17,51,59,578,-0.147879,0.305545,1.39381,-0.374948,0.22223,1.44698,-0.571193,0.171827,1.40061,88,-70.5986,-25.753,87.9977,70.6771,25.1587,0,-0.213547,0.906372
562,17,51,59,624,-0.147879,0.305545,1.39381,-0.374948,0.22223,1.44698,-0.571193,0.171827,1.40061,88,-70.535,-25.7929,87.9991,70.6682,25.1965,-0.0295258,-0.181961,0.810242
563,17,51,59,644,-0.147879,0.305545,1.39381,-0.374948,0.22223,1.44698,-0.571193,0.171827,1.40061,88,-70.4564,-25.8448,87.9991,70.6647,25.2129,-0.0254059,-0.211487,0.785522
564,17,51,59,679,-0.148023,0.306352,1.3964,-0.375365,0.223199,1.44749,-0.571253,0.171245,1.40225,88,-70.394,-25.8283,87.9991,70.6565,25.2411,-0.00411987,-0.287704,0.769043
565,17,51,59,714,-0.148023,0.306352,1.3964,-0.375365,0.223199,1.44749,-0.571253,0.171245,1.40225,88,-70.3579,-25.6697,88.0005,70.6448,25.2679,0,-0.381088,0.74707
566,17,51,59,746,-0.148477,0.30573,1.39611,-0.375733,0.222662,1.44733,-0.571557,0.170645,1.4022,88,-70.3447,-25.436,88.0005,70.6297,25.2933,0,-0.53833,0.768356
567,17,51,59,779,-0.148477,0.30573,1.39611,-0.375733,0.222662,1.44733,-0.571557,0.170645,1.4022,88,-70.3463,-25.2344,88.0012,70.6112,25.3159,0,-0.582962,0.626221
568,17,51,59,825,-0.150004,0.304872,1.39742,-0.378463,0.223305,1.44714,-0.573857,0.171051,1.39933,88,-70.3812,-25.1182,88.0005,70.5837,25.3386,-0.000686646,-0.65712,0.307617
569,17,51,59,844,-0.150004,0.304872,1.39742,-0.378463,0.223305,1.44714,-0.573857,0.171051,1.39933,88,-70.4734,-25.1045,87.9991,70.5721,25.3434,0,-0.573349,0.144196
570,17,51,59,881,-0.151587,0.297146,1.39502,-0.381156,0.219401,1.4446,-0.578342,0.17183,1.40022,88,-70.6527,-25.0958,87.9998,70.5535,25.3468,0,-0.478592,0.0775909
571,17,51,59,913,-0.151587,0.297146,1.39502,-0.381156,0.219401,1.4446,-0.578342,0.17183,1.40022,88,-70.9432,-24.9743,87.9991,70.5405,25.3489,0,-0.351562,0.000686646
572,17,51,59,945,-0.151965,0.300653,1.3961,-0.38156,0.221081,1.44529,-0.579029,0.172193,1.40154,88,-71.2358,-24.76,87.9998,70.5315,25.3489,0,-0.168915,-0
573,17,51,59,981,-0.151965,0.300653,1.3961,-0.38156,0.221081,1.44529,-0.579029,0.172193,1.40154,88,-71.3956,-24.5246,87.9998,70.5288,25.3475,-0.0151062,-0.0384521,-0.044632
574,17,52,0,11,-0.151965,0.300653,1.3961,-0.38156,0.221081,1.44529,-0.579029,0.172193,1.40154,88,-71.4301,-24.3238,87.9984,70.5274,25.3427,0,-0.0075531,-0.475159
575,17,52,0,43,-0.152343,0.297868,1.39518,-0.382012,0.219907,1.44645,-0.57888,0.171613,1.39953,88,-71.43,-24.2798,87.9977,70.5281,25.318,0,0.131836,-1.17004
576,17,52,0,79,-0.152343,0.297868,1.39518,-0.382012,0.219907,1.44645,-0.57888,0.171613,1.39953,88,-71.4684,-24.489,87.9964,70.5384,25.2768,0,0.750504,-1.32797
577,17,52,0,114,-0.151951,0.297025,1.39569,-0.382252,0.219461,1.44345,-0.579545,0.171645,1.39877,88,-71.5439,-24.74,87.9971,70.5775,25.2301,0,1.54221,-1.49277
578,17,52,0,146,-0.151951,0.297025,1.39569,-0.382252,0.219461,1.44345,-0.579545,0.171645,1.39877,88,-71.625,-24.7512,87.995,70.6366,25.1862,0,2.11487,-1.29913
579,17,52,0,181,-0.150349,0.296741,1.39483,-0.380848,0.220851,1.44228,-0.577983,0.172718,1.3988,88,-71.7173,-24.5344,87.9902,70.7128,25.1456,0,2.15538,-1.06499
580,17,52,0,212,-0.150349,0.296741,1.39483,-0.380848,0.220851,1.44228,-0.577983,0.172718,1.3988,88,-71.8403,-24.2196,87.9874,70.7822,25.1161,0.0535583,2.12585,-0.877533
581,17,52,0,242,-0.150349,0.296741,1.39483,-0.380848,0.220851,1.44228,-0.577983,0.172718,1.3988,88,-71.9684,-23.9182,87.9861,70.8453,25.0921,0.120163,2.06749,-0.913925
582,17,52,0,282,-0.148708,0.303495,1.39727,-0.377424,0.223445,1.44518,-0.572883,0.171909,1.39913,88,-71.994,-23.7609,87.9888,70.9319,25.0523,0.124283,2.31606,-1.2133
583,17,52,0,313,-0.148708,0.303495,1.39727,-0.377424,0.223445,1.44518,-0.572883,0.171909,1.39913,88,-71.8307,-23.8203,87.9936,71.004,25.0069,0.10025,2.2364,-1.64314
584,17,52,0,346,-0.149035,0.303432,1.39727,-0.378524,0.222579,1.44252,-0.574359,0.172,1.39522,88,-71.5529,-23.9946,87.9984,71.0767,24.9568,0.00411987,2.21855,-1.63078
585,17,52,0,382,-0.149035,0.303432,1.39727,-0.378524,0.222579,1.44252,-0.574359,0.172,1.39522,88,-71.2813,-24.1373,87.9977,71.153,24.8978,0.0466919,1.78528,-1.59714
586,17,52,0,411,-0.149035,0.303432,1.39727,-0.378524,0.222579,1.44252,-0.574359,0.172,1.39522,88,-71.0749,-24.2124,87.9971,71.199,24.8531,0.0254059,1.26137,-1.43715
587,17,52,0,429,-0.149357,0.303407,1.39666,-0.379242,0.22156,1.43813,-0.573644,0.170898,1.38522,88,-70.9349,-24.2866,87.9977,71.2189,24.8277,0,0.917358,-1.33415
588,17,52,0,464,-0.149357,0.303407,1.39666,-0.379242,0.22156,1.43813,-0.573644,0.170898,1.38522,88,-70.8274,-24.4347,87.9998,71.2429,24.7858,0,0.466919,-1.08627
589,17,52,0,511,-0.149357,0.303407,1.39666,-0.379242,0.22156,1.43813,-0.573644,0.170898,1.38522,88,-70.7462,-24.6205,87.9991,71.2532,24.7446,0,0.00480652,-0.780029
590,17,52,0,547,-0.150768,0.304567,1.39842,-0.380861,0.22099,1.4291,-0.569884,0.174014,1.3588,88,-70.6645,-24.9563,87.9984,71.2532,24.7234,0,-0,-0.482712
591,17,52,0,565,-0.150768,0.304567,1.39842,-0.380861,0.22099,1.4291,-0.569884,0.174014,1.3588,88,-70.5383,-25.6322,87.9977,71.2532,24.7144,0,-0.0391388,-0.435333
592,17,52,0,598,-0.150768,0.304567,1.39842,-0.380861,0.22099,1.4291,-0.569884,0.174014,1.3588,88,-70.3946,-26.4506,87.9977,71.2491,24.7048,0,-0.41954,-0.22316
593,17,52,0,631,-0.154497,0.303418,1.39242,-0.385568,0.22135,1.41621,-0.571662,0.18649,1.33309,88,-70.3056,-27.3019,87.9984,71.2285,24.7,0,-1.06155,-0.103683
594,17,52,0,661,-0.154497,0.303418,1.39242,-0.385568,0.22135,1.41621,-0.571662,0.18649,1.33309,88,-70.3095,-28.3268,87.9984,71.1921,24.6986,0,-1.5834,-0.0357056
595,17,52,0,696,-0.154414,0.300621,1.38945,-0.386202,0.222115,1.40342,-0.566131,0.200413,1.30606,88,-70.4263,-29.5432,87.9998,71.1289,24.698,0.0720978,-1.89308,-0.00137329
596,17,52,0,729,-0.154414,0.300621,1.38945,-0.386202,0.222115,1.40342,-0.566131,0.200413,1.30606,88,-70.6633,-30.9133,88.0005,71.063,24.7083,0,-1.96175,1.49895
597,17,52,0,762,-0.154414,0.300621,1.38945,-0.386202,0.222115,1.40342,-0.566131,0.200413,1.30606,88,-70.9384,-32.1787,88.0012,71.0053,24.79,0,-1.5786,4.23798
598,17,52,0,796,-0.155004,0.3029,1.39521,-0.38905,0.232128,1.39188,-0.55164,0.215533,1.26773,88,-71.2803,-33.351,88.0019,70.96,24.9699,0,-1.07872,7.11433
599,17,52,0,830,-0.155004,0.3029,1.39521,-0.38905,0.232128,1.39188,-0.55164,0.215533,1.26773,88,-71.808,-34.7515,88.0039,70.9319,25.25,0,-0.572662,8.92708
600,17,52,0,876,-0.155004,0.3029,1.39521,-0.38905,0.232128,1.39188,-0.55164,0.215533,1.26773,88,-72.3952,-36.1598,88.0025,70.9154,25.7451,-0.000686646,-0.126343,10.862
601,17,52,0,894,-0.15903,0.299709,1.39329,-0.393718,0.245548,1.34836,-0.541121,0.251734,1.20511,88,-73.1219,-37.0768,88.0019,70.914,25.96,0.000686646,-0.0418854,12.8341
602,17,52,0,930,-0.15903,0.299709,1.39329,-0.393718,0.245548,1.34836,-0.541121,0.251734,1.20511,86.4677,-74.2567,-37.3141,88.0005,70.9174,26.4393,-0.0460052,0.514984,14.2465
603,17,52,0,961,-0.15903,0.299709,1.39329,-0.393718,0.245548,1.34836,-0.541121,0.251734,1.20511,83.3681,-75.5271,-37.0922,87.9881,70.9504,26.8863,-3.68935,2.26868,14.3584
604,17,52,0,997,-0.162668,0.299532,1.3933,-0.391636,0.259029,1.31622,-0.526335,0.260354,1.16089,80.4298,-76.7303,-36.455,87.8542,71.0699,27.4123,-9.01497,4.99947,14.9648
605,17,52,1,30,-0.162668,0.299532,1.3933,-0.391636,0.259029,1.31622,-0.526335,0.260354,1.16089,77.3029,-78.02,-35.2472,87.4731,71.2745,27.908,-15.0252,8.06328,13.8668
606,17,52,1,63,-0.161535,0.298614,1.39181,-0.387792,0.258483,1.30926,-0.513581,0.260601,1.14748,74.3207,-79.2207,-33.9518,86.9046,71.5746,28.3756,-20.2389,10.7687,12.97
607,17,52,1,92,-0.161535,0.298614,1.39181,-0.387792,0.258483,1.30926,-0.513581,0.260601,1.14748,72.0085,-80.0685,-33.1848,86.2509,71.9062,28.7368,-24.8936,12.8842,11.1697
608,17,52,1,131,-0.162749,0.300078,1.3882,-0.381988,0.257233,1.29108,-0.474351,0.282839,1.11049,70.2401,-80.5005,-33.561,85.1145,72.4487,29.1412,-31.1298,14.8721,9.36722
609,17,52,1,162,-0.162749,0.300078,1.3882,-0.381988,0.257233,1.29108,-0.474351,0.282839,1.11049,68.6542,-80.5537,-35.5289,84.1292,72.9341,29.3836,-31.5692,16.0888,7.53868
610,17,52,1,196,-0.167502,0.299302,1.38192,-0.378345,0.260654,1.26415,-0.452052,0.289631,1.07476,66.955,-80.4612,-38.2637,83.0299,73.4985,29.6281,-32.4536,16.9691,6.57463
611,17,52,1,229,-0.167502,0.299302,1.38192,-0.378345,0.260654,1.26415,-0.452052,0.289631,1.07476,64.9534,-80.4735,-40.6376,81.9264,74.0389,29.8505,-33.5687,16.1547,8.56796
612,17,52,1,263,-0.166988,0.298298,1.37817,-0.373639,0.26102,1.25264,-0.438818,0.293171,1.0606,62.869,-80.6179,-42.2933,80.7818,74.5635,30.1396,-35.939,15.1762,9.46884
613,17,52,1,309,-0.166988,0.298298,1.37817,-0.373639,0.26102,1.25264,-0.438818,0.293171,1.0606,61.031,-80.8221,-43.2883,79.0384,75.2515,30.7054,-37.8658,13.9732,14.734
614,17,52,1,328,-0.166267,0.297258,1.37973,-0.358465,0.261503,1.23232,-0.421169,0.294579,1.03944,59.2307,-81.0427,-43.4486,78.3476,75.5001,30.976,-38.1583,13.1012,14.9627
615,17,52,1,364,-0.166267,0.297258,1.37973,-0.358465,0.261503,1.23232,-0.421169,0.294579,1.03944,57.0939,-81.2601,-42.5514,76.9407,75.9608,31.5692,-40.6556,12.2491,16.7857
616,17,52,1,395,-0.166267,0.297258,1.37973,-0.358465,0.261503,1.23232,-0.421169,0.294579,1.03944,54.9759,-81.4424,-41.1249,75.6299,76.3426,32.122,-41.6986,11.5734,17.3962
617,17,52,1,431,-0.172833,0.296716,1.38245,-0.342392,0.263043,1.20959,-0.396551,0.292845,1.01394,52.893,-81.5933,-39.4943,74.1213,76.7429,32.6967,-43.4612,10.952,15.788
618,17,52,1,464,-0.172833,0.296716,1.38245,-0.342392,0.263043,1.20959,-0.396551,0.292845,1.01394,50.2985,-81.7554,-37.4783,72.6601,77.1096,33.1863,-44.6478,10.9293,13.0277
619,17,52,1,496,-0.17395,0.296586,1.38437,-0.341558,0.26478,1.20905,-0.392739,0.298339,1.01307,47.5993,-81.9407,-35.5022,71.1578,77.466,33.6065,-47.1389,10.4322,10.8751
620,17,52,1,525,-0.17395,0.296586,1.38437,-0.341558,0.26478,1.20905,-0.392739,0.298339,1.01307,45.4858,-82.146,-34.1272,69.7584,77.7654,33.8921,-49.6417,10.1603,8.76778
621,17,52,1,565,-0.1789,0.297417,1.38803,-0.332833,0.262266,1.20076,-0.379758,0.296666,1.00357,43.8453,-82.2815,-30,67.7424,78.1519,34.1476,-51.175,9.33014,4.5607
622,17,52,1,595,-0.1789,0.297417,1.38803,-0.332833,0.262266,1.20076,-0.379758,0.296666,1.00357,42.2635,-82.2465,-30,66.2064,78.4273,34.2602,-50.4121,9.08501,2.39571
623,17,52,1,628,-0.182254,0.30002,1.392,-0.323585,0.26052,1.19471,-0.3723,0.295574,0.997259,40.5865,-82.0309,-30,64.5625,78.7225,34.311,-49.845,8.94699,0.466919
624,17,52,1,664,-0.182254,0.30002,1.392,-0.323585,0.26052,1.19471,-0.3723,0.295574,0.997259,38.8097,-81.6648,-30,62.7615,79.0247,34.3144,-50.1265,8.07907,-0.011673
625,17,52,1,694,-0.182254,0.30002,1.392,-0.323585,0.26052,1.19471,-0.3723,0.295574,0.997259,37.2146,-81.2684,-29.9317,61.279,79.2609,34.311,-49.7832,7.15485,-0.141449
626,17,52,1,742,-0.184213,0.300873,1.39415,-0.31763,0.260624,1.19113,-0.357867,0.292519,0.99094,35.9694,-80.9554,-29.2236,58.8531,79.5802,34.2368,-50.2899,5.63942,-3.24989
627,17,52,1,764,-0.184213,0.300873,1.39415,-0.31763,0.260624,1.19113,-0.357867,0.292519,0.99094,34.8938,-80.7394,-28.7568,57.7599,79.7024,34.1537,-47.9677,4.95895,-4.70009
628,17,52,1,796,-0.184213,0.300873,1.39415,-0.31763,0.260624,1.19113,-0.357867,0.292519,0.99094,34.0231,-80.6106,-28.4933,56.2933,79.8425,33.9972,-47.3325,3.72437,-6.06377
629,17,52,1,828,-0.186149,0.300776,1.39627,-0.306269,0.252495,1.18977,-0.333806,0.28905,0.990402,33.261,-80.4165,-28.5571,54.7483,79.9482,33.7747,-46.4701,2.70195,-7.86758
630,17,52,1,864,-0.186149,0.300776,1.39627,-0.306269,0.252495,1.18977,-0.333806,0.28905,0.990402,32.3277,-79.9755,-29.0833,53.1168,80.0347,33.5131,-44.439,1.86699,-6.99486
631,17,52,1,894,-0.189648,0.301081,1.39689,-0.302939,0.256481,1.18508,-0.321351,0.282186,0.982483,31.2268,-79.4765,-29.6868,51.7834,80.0807,33.2865,-42.9387,1.11992,-7.81334
632,17,52,1,946,-0.189648,0.301081,1.39689,-0.302939,0.256481,1.18508,-0.321351,0.282186,0.982483,30.0778,-79.2107,-29.8712,49.6417,80.1199,32.9459,-42.515,0.376968,-6.64742
633,17,52,1,950,-0.189648,0.301081,1.39689,-0.302939,0.256481,1.18508,-0.321351,0.282186,0.982483,29.0809,-79.174,-29.6887,49.4749,80.1212,32.9178,-42.4539,0.338516,-6.64192
634,17,52,1,995,-0.192112,0.29893,1.39849,-0.300549,0.251045,1.18287,-0.309665,0.279477,0.978514,28.3184,-79.1944,-29.5253,47.5653,80.1267,32.6727,-42.215,0.0439453,-4.78043
635,17,52,2,30,-0.192112,0.29893,1.39849,-0.300549,0.251045,1.18287,-0.309665,0.279477,0.978514,27.6637,-79.138,-29.6562,46.0513,80.1267,32.4969,-40.0211,-0.157928,-4.57306
636,17,52,2,48,-0.192112,0.29893,1.39849,-0.300549,0.251045,1.18287,-0.309665,0.279477,0.978514,27.1327,-79.0177,-29.9946,45.3385,80.124,32.4145,-38.332,-0.594635,-4.53529
637,17,52,2,95,-0.190762,0.295954,1.39989,-0.295442,0.24766,1.18429,-0.295171,0.271901,0.980521,26.7421,-78.8919,-30,43.58,80.0725,32.2229,-37.5835,-1.66237,-3.86719
638,17,52,2,141,-0.190762,0.295954,1.39989,-0.295442,0.24766,1.18429,-0.295171,0.271901,0.980521,26.4069,-78.7748,-30,41.9328,79.9784,32.0457,-34.519,-2.38335,-3.5527
639,17,52,2,146,-0.190762,0.295954,1.39989,-0.295442,0.24766,1.18429,-0.295171,0.271901,0.980521,26.131,-78.6814,-30,41.7247,79.964,32.0245,-34.3323,-2.48497,-3.54309
640,17,52,2,179,-0.190762,0.295954,1.39989,-0.295442,0.24766,1.18429,-0.295171,0.271901,0.980521,25.9541,-78.6229,-30,40.6542,79.883,31.9249,-32.0073,-2.47261,-2.88116
641,17,52,2,213,-0.189418,0.296661,1.4013,-0.288946,0.250264,1.18232,-0.280753,0.274916,0.978362,25.7676,-78.6266,-30,39.6256,79.7958,31.8267,-30.4699,-2.57286,-2.85645
642,17,52,2,262,-0.189418,0.296661,1.4013,-0.288946,0.250264,1.18232,-0.280753,0.274916,0.978362,25.4311,-78.7191,-30,38.1878,79.6632,31.6798,-29.0657,-2.62024,-2.73422
643,17,52,2,277,-0.189405,0.296645,1.40127,-0.288867,0.250203,1.18227,-0.280616,0.274842,0.978314,25.0243,-78.8546,-30,37.7648,79.6241,31.6386,-28.0014,-2.54608,-2.56325
644,17,52,2,313,-0.189405,0.296645,1.40127,-0.288867,0.250203,1.18227,-0.280616,0.274842,0.978314,24.6959,-78.9698,-30,36.7946,79.5355,31.5493,-26.1667,-2.14783,-2.45064
645,17,52,2,348,-0.185648,0.289036,1.39905,-0.278545,0.24212,1.17814,-0.260182,0.269194,0.975806,24.3783,-79.0349,-30,35.9109,79.4634,31.4683,-25.1463,-1.78802,-2.29614
646,17,52,2,379,-0.185648,0.289036,1.39905,-0.278545,0.24212,1.17814,-0.260182,0.269194,0.975806,23.9325,-79.0416,-30,35.1384,79.4106,31.3989,-23.4771,-1.35406,-2.15744
647,17,52,2,412,-0.185648,0.289036,1.39905,-0.278545,0.24212,1.17814,-0.260182,0.269194,0.975806,23.445,-79.0125,-30,34.3707,79.3728,31.3275,-23.1894,-1.04919,-1.91711
648,17,52,2,444,-0.185648,0.289036,1.39905,-0.278545,0.24212,1.17814,-0.260182,0.269194,0.975806,23.0717,-78.9765,-30,33.647,79.3419,31.2643,-23.0603,-0.819855,-1.87935
649,17,52,2,479,-0.179214,0.285683,1.39732,-0.270454,0.237389,1.17591,-0.252752,0.268159,0.97397,22.8185,-78.9253,-30,32.8903,79.3144,31.1964,-22.2741,-0.783463,-1.92947
650,17,52,2,512,-0.179214,0.285683,1.39732,-0.270454,0.237389,1.17591,-0.252752,0.268159,0.97397,22.6278,-78.8378,-30,32.1632,79.289,31.1304,-20.6873,-0.799942,-1.78871
651,17,52,2,557,-0.179214,0.285683,1.39732,-0.270454,0.237389,1.17591,-0.252752,0.268159,0.97397,22.4865,-78.737,-30,31.2595,79.2526,31.0515,-19.7163,-0.828094,-1.56761
652,17,52,2,579,-0.184809,0.285547,1.40772,-0.271907,0.234933,1.18458,-0.234516,0.260991,0.984204,22.3312,-78.6223,-30,30.8318,79.2327,31.0165,-18.1549,-0.912552,-1.52298
653,17,52,2,612,-0.184809,0.285547,1.40772,-0.271907,0.234933,1.18458,-0.234516,0.260991,0.984204,22.0672,-78.4613,-30,30.2481,79.2011,30.9698,-17.3639,-1.02722,-1.409
654,17,52,2,645,-0.171755,0.277713,1.40148,-0.254115,0.218531,1.17992,-0.215196,0.253165,0.982159,21.6942,-78.1457,-30,29.7132,79.1668,30.9251,-16.5083,-1.18652,-1.32042
655,17,52,2,679,-0.171755,0.277713,1.40148,-0.254115,0.218531,1.17992,-0.215196,0.253165,0.982159,21.2516,-77.5645,-30,29.1399,79.1201,30.8743,-16.6553,-1.52435,-1.25519
656,17,52,2,712,-0.171755,0.277713,1.40148,-0.254115,0.218531,1.17992,-0.215196,0.253165,0.982159,20.8369,-76.8872,-30,28.5974,79.0659,30.8304,-16.897,-2.0517,-1.24695
657,17,52,2,745,-0.171755,0.277713,1.40148,-0.254115,0.218531,1.17992,-0.215196,0.253165,0.982159,20.5456,-76.353,-30,28.0694,78.9917,30.7878,-16.2371,-2.84271,-1.18378
658,17,52,2,777,-0.178084,0.289638,1.42276,-0.250985,0.22872,1.1976,-0.20988,0.24529,0.997333,20.2185,-75.9964,-30,27.5372,78.8853,30.7487,-16.0167,-3.89122,-1.14601
659,17,52,2,814,-0.178084,0.289638,1.42276,-0.250985,0.22872,1.1976,-0.20988,0.24529,0.997333,19.6342,-75.7584,-1,26.981,78.728,30.7061,-15.3747,-5.14366,-1.13022
660,17,52,2,845,-0.178084,0.289638,1.42276,-0.250985,0.22872,1.1976,-0.20988,0.24529,0.997333,18.9361,-75.6081,-1,26.499,78.5577,30.6656,-15.4269,-5.74036,-1.49414
661,17,52,2,873,-0.174332,0.289326,1.41424,-0.224692,0.229448,1.18415,-0.200084,0.204469,0.983211,18.0019,-75.5461,-1,26.0774,78.4026,30.61,-15.9267,-5.90034,-2.93953
662,17,52,2,914,-0.174332,0.289326,1.41424,-0.224692,0.229448,1.18415,-0.200084,0.204469,0.983211,16.4676,-75.5603,-1,25.3867,78.1499,30.4273,-17.3749,-6.24229,-6.53961
663,17,52,2,946,-0.174332,0.289326,1.41424,-0.224692,0.229448,1.18415,-0.200084,0.204469,0.983211,14.722,-75.6136,-1,24.8373,77.9659,30.1451,-18.9164,-6.05141,-12.5917
664,17,52,2,974,-0.174332,0.289326,1.41424,-0.224692,0.229448,1.18415,-0.200084,0.204469,0.983211,13.3603,-75.6687,-1,24.2496,77.7921,29.7421,-21.2544,-5.61951,-17.6234
665,17,52,3,14,-0.174063,0.291501,1.40688,-0.213457,0.245111,1.17064,-0.210199,0.211874,0.968629,12.3303,-75.9324,-1,23.3377,77.5703,28.9531,-23.1592,-5.02007,-25.1587
666,17,52,3,46,-0.174063,0.291501,1.40688,-0.213457,0.245111,1.17064,-0.210199,0.211874,0.968629,11.3268,-76.6564,-1,22.5872,77.4124,28.1085,-22.7081,-4.54216,-29.3253
667,17,52,3,78,-0.173772,0.29162,1.40668,-0.213117,0.245162,1.17046,-0.209761,0.211829,0.968479,10.4101,-77.5968,-1,21.8367,77.2744,27.0744,-23.5664,-3.77998,-34.5163
668,17,52,3,113,-0.173772,0.29162,1.40668,-0.213117,0.245162,1.17046,-0.209761,0.211829,0.968479,9.77505,-78.3704,-1,21.0127,77.1611,25.857,-23.9159,-2.42935,-37.2354
669,17,52,3,147,-0.173772,0.29162,1.40668,-0.213117,0.245162,1.17046,-0.209761,0.211829,0.968479,9.42691,-78.8653,-1,20.1991,77.1007,24.6245,-23.7936,-1.08696,-36.9463
670,17,52,3,176,-0.173772,0.29162,1.40668,-0.213117,0.245162,1.17046,-0.209761,0.211829,0.968479,9.29114,-79.1117,-1,19.5364,77.0787,23.5506,-22.546,-0.42366,-36.3359
671,17,52,3,214,-0.173462,0.29522,1.41629,-0.215354,0.245633,1.18076,-0.211143,0.211139,0.978669,9.32209,-79.1396,-1,18.7289,77.0732,22.2459,-20.8081,-0,-33.5014
672,17,52,3,246,-0.173462,0.29522,1.41629,-0.215354,0.245633,1.18076,-0.211143,0.211139,0.978669,9.49835,-78.9711,-1,18.1,77.076,21.2345,-19.2872,0.537643,-31.7855
673,17,52,3,279,-0.173462,0.29522,1.41629,-0.215354,0.245633,1.18076,-0.211143,0.211139,0.978669,9.72945,-78.7177,-1,17.4689,77.1069,20.1496,-17.8033,1.72966,-29.9975
674,17,52,3,314,-0.17588,0.293186,1.42032,-0.216877,0.237943,1.18543,-0.199694,0.201402,0.984023,9.9084,-78.4076,-1,16.8908,77.1796,19.1444,-15.8086,2.82143,-29.0032
675,17,52,3,347,-0.17588,0.293186,1.42032,-0.216877,0.237943,1.18543,-0.199694,0.201402,0.984023,9.99263,-77.9777,-1,16.3827,77.2916,18.2098,-13.9334,3.54378,-26.9563
676,17,52,3,401,-0.175747,0.29149,1.42029,-0.223442,0.239815,1.1846,-0.197993,0.211446,0.981709,10.1064,-77.5862,-1,15.6878,77.4605,16.7796,-12.7256,2.33185,-23.9626
677,17,52,3,402,-0.175747,0.29149,1.42029,-0.223442,0.239815,1.1846,-0.197993,0.211446,0.981709,10.4093,-77.4398,-1,15.6754,77.4625,16.7535,-12.9385,2.37099,-24.5881
678,17,52,3,446,-0.177546,0.28484,1.41702,-0.222088,0.241383,1.17964,-0.196986,0.224506,0.975907,10.7576,-77.626,-1,15.1762,77.5449,15.7022,-10.7419,1.32248,-24.1528
679,17,52,3,479,-0.177546,0.28484,1.41702,-0.222088,0.241383,1.17964,-0.196986,0.224506,0.975907,10.921,-78.1595,-1,14.8391,77.5772,14.9345,-9.19624,0.537643,-22.914
680,17,52,3,513,-0.176037,0.284456,1.40832,-0.227992,0.238559,1.17432,-0.199223,0.229151,0.971736,11.0368,-78.7792,-1,14.5686,77.5882,14.2232,-7.95067,0.20256,-21.1219
681,17,52,3,546,-0.176037,0.284456,1.40832,-0.227992,0.238559,1.17432,-0.199223,0.229151,0.971736,11.3568,-79.1809,-1,14.3172,77.5903,13.5413,-6.93581,0.000686646,-19.6628
682,17,52,3,577,-0.176037,0.284456,1.40832,-0.227992,0.238559,1.17432,-0.199223,0.229151,0.971736,11.8023,-79.3412,-1,14.1003,77.5985,12.9034,-5.95253,0.783463,-18.3211
