count,hour,minute,second,msec,x1,y1,z1,x2,y2,z2,x3,y3,z3,q1,q2,q3,pos1,pos2,pos3,vel1,vel2,vel3
1,17,51,40,696,-0.298715,0.250721,1.32629,-0.425015,0.0400121,1.37208,-0.469762,-0.150079,1.29557,50.877,-59.7648,-10.1647,59.9819,45.0021,0.000686646,-3.75526,0.322723,0.0295258
2,17,51,40,747,-0.296183,0.260181,1.34899,-0.423073,0.0485615,1.3905,-0.473042,-0.140071,1.31289,74.389,-50.4135,-20.3276,59.5878,45.0776,0.063858,-11.8996,3.95851,3.60695
3,17,51,40,765,-0.296183,0.260181,1.34899,-0.423073,0.0485615,1.3905,-0.473042,-0.140071,1.31289,88,-45,-1,59.3571,45.1655,0.138016,-10.3285,5.89828,5.63599
4,17,51,40,796,-0.296183,0.260181,1.34899,-0.423073,0.0485615,1.3905,-0.473042,-0.140071,1.31289,88,-45,-1,59.0446,45.3921,0.368729,-4.32037,8.62564,9.76616
5,17,51,40,829,-0.295801,0.262561,1.36392,-0.421989,0.0521405,1.4088,-0.471815,-0.133399,1.32562,88,-45,-1,59.0089,45.6935,0.713425,1.01143,8.45741,11.9298
6,17,51,40,864,-0.295801,0.262561,1.36392,-0.421989,0.0521405,1.4088,-0.471815,-0.133399,1.32562,88,-45,-1,59.138,45.9544,1.07529,7.29355,6.18874,10.253
7,17,51,40,896,-0.295604,0.265111,1.38241,-0.421361,0.0530127,1.43127,-0.4742,-0.134641,1.35061,88,-45,-1,59.4381,46.1137,1.36848,12.2031,2.80014,6.06102
8,17,51,40,931,-0.295604,0.265111,1.38241,-0.421361,0.0530127,1.43127,-0.4742,-0.134641,1.35061,88,-45,-1,59.9393,46.1707,1.51268,18.9521,0.398254,2.52274
9,17,51,40,967,-0.294939,0.265121,1.38281,-0.418159,0.0529618,1.43518,-0.465155,-0.13643,1.35608,88,-45,-1,60.7565,46.1666,1.56555,25.0694,-0.138702,0.392761
10,17,51,40,998,-0.294939,0.265121,1.38281,-0.418159,0.0529618,1.43518,-0.465155,-0.13643,1.35608,88,-45,-1,61.5832,46.1577,1.56693,29.6157,-0.624847,-0
11,17,51,41,28,-0.295636,0.265088,1.38716,-0.417796,0.0523889,1.4409,-0.46683,-0.138957,1.36742,88,-45,-1,62.539,46.1337,1.56761,34.6227,-1.2236,-0
12,17,51,41,76,-0.295636,0.265088,1.38716,-0.417796,0.0523889,1.4409,-0.46683,-0.138957,1.36742,88,-45,-1,64.4238,46.043,1.55869,43.1227,-2.30644,-0.685272
13,17,51,41,95,-0.298161,0.267999,1.38796,-0.421153,0.0549925,1.43848,-0.471865,-0.140967,1.37979,88,-45,-1,65.2972,45.9936,1.54633,46.5566,-2.45888,-0.862427
14,17,51,41,131,-0.298161,0.267999,1.38796,-0.421153,0.0549925,1.43848,-0.471865,-0.140967,1.37979,88,-45,-1,67.0049,45.9077,1.51131,46.6315,-2.27348,-1.07529
15,17,51,41,162,-0.298161,0.267999,1.38796,-0.421153,0.0549925,1.43848,-0.471865,-0.140967,1.37979,88,-45,-1,68.3913,45.8439,1.48521,43.2518,-2.09702,-0.799942
16,17,51,41,196,-0.29836,0.268053,1.38823,-0.421506,0.0551899,1.43909,-0.472654,-0.140825,1.3809,88,-45,-1,69.8559,45.7649,1.455,39.7334,-2.06612,-0.889206
17,17,51,41,231,-0.29836,0.268053,1.38823,-0.421506,0.0551899,1.43909,-0.472654,-0.140825,1.3809,88,-45,-1,71.2031,45.6969,1.43097,36.9491,-1.78734,-0.671539
18,17,51,41,261,-0.30217,0.26613,1.39182,-0.433449,0.0577616,1.44421,-0.495196,-0.131532,1.3734,88,-45,-1,72.2578,45.6448,1.41243,34.4408,-1.58203,-0.64476
19,17,51,41,290,-0.30217,0.26613,1.39182,-0.433449,0.0577616,1.44421,-0.495196,-0.131532,1.3734,88,-45,-1,73.2335,45.6015,1.39595,32.571,-1.46049,-0.598755
20,17,51,41,330,-0.30217,0.26613,1.39182,-0.433449,0.0577616,1.44421,-0.495196,-0.131532,1.3734,88,-45,-1,74.4379,45.5404,1.36986,30.4266,-1.39595,-0.53833
21,17,51,41,368,-0.300476,0.265028,1.39265,-0.439325,0.0627439,1.4458,-0.519227,-0.113763,1.36299,88,-45,-1,75.5708,45.4889,1.35063,27.6498,-1.25519,-0.559616
22,17,51,41,397,-0.300476,0.265028,1.39265,-0.439325,0.0627439,1.4458,-0.519227,-0.113763,1.36299,88,-45,-1,76.3742,45.4552,1.33278,25.2541,-1.09657,-0.576782
23,17,51,41,431,-0.299812,0.264767,1.39087,-0.44567,0.0697977,1.44881,-0.54017,-0.0977123,1.36432,88,-45,-1,77.2153,45.4161,1.31218,23.8156,-1.08215,-0.511551
24,17,51,41,463,-0.298252,0.26662,1.39212,-0.460588,0.0847585,1.45271,-0.560656,-0.0842064,1.37599,88,-45,-1,77.935,45.3852,1.29845,21.882,-1.03065,-0.432587
25,17,51,41,495,-0.298252,0.26662,1.39212,-0.460588,0.0847585,1.45271,-0.560656,-0.0842064,1.37599,88,-45,-1,78.5625,45.3516,1.2854,20.655,-0.957184,-0.503998
26,17,51,41,528,-0.298252,0.26662,1.39212,-0.460588,0.0847585,1.45271,-0.560656,-0.0842064,1.37599,88,-45,-1,79.2808,45.3227,1.26961,19.2281,-0.791702,-0.464172
27,17,51,41,562,-0.297481,0.27088,1.39759,-0.475532,0.10185,1.44526,-0.592341,-0.0605176,1.38161,88,-45,-1,79.9125,45.298,1.25175,17.5987,-0.725098,-0.433273
28,17,51,41,596,-0.297481,0.27088,1.39759,-0.475532,0.10185,1.44526,-0.592341,-0.0605176,1.38161,88,-45,-1,80.4886,45.2733,1.23802,16.6196,-0.6633,-0.381088
29,17,51,41,631,-0.291072,0.272995,1.39828,-0.48054,0.119273,1.44684,-0.614302,-0.0273045,1.38189,88,-46.3934,-33.4644,80.9912,45.2506,1.22498,15.6191,-0.615234,-0.420227
30,17,51,41,664,-0.291072,0.272995,1.39828,-0.48054,0.119273,1.44684,-0.614302,-0.0273045,1.38189,88,-48.298,-31.9,81.5144,45.2328,1.21262,14.8082,-0.493698,-0.31517
31,17,51,41,694,-0.291072,0.272995,1.39828,-0.48054,0.119273,1.44684,-0.614302,-0.0273045,1.38189,88,-50.0385,-30.8948,81.9402,45.2184,1.203,13.6361,-0.372162,-0.237579
32,17,51,41,730,-0.289502,0.271542,1.40044,-0.481231,0.120525,1.44189,-0.611997,-0.0275994,1.37762,88,-51.2804,-30.3183,82.4071,45.2094,1.19888,12.4029,-0.175095,-0.0762177
33,17,51,41,763,-0.289502,0.271542,1.40044,-0.481231,0.120525,1.44189,-0.611997,-0.0275994,1.37762,88,-52.0587,-29.9277,82.7785,45.2046,1.19751,11.5109,-0.0219727,-0.0652313
34,17,51,41,799,-0.28859,0.268164,1.40266,-0.480895,0.1188,1.43944,-0.612986,-0.0267165,1.37544,88,-52.4913,-29.5713,83.1905,45.2101,1.1982,10.3896,0.617981,0.120163
35,17,51,41,829,-0.28859,0.268164,1.40266,-0.480895,0.1188,1.43944,-0.612986,-0.0267165,1.37544,88,-52.6987,-29.1764,83.5181,45.2479,1.23253,9.91035,2.78435,3.04733
36,17,51,41,862,-0.288179,0.268121,1.39272,-0.482485,0.122327,1.42921,-0.609714,-0.0280876,1.36842,88,-52.837,-28.8182,83.8353,45.388,1.37466,8.70392,6.55815,6.33774
37,17,51,41,909,-0.288179,0.268121,1.39272,-0.482485,0.122327,1.42921,-0.609714,-0.0280876,1.36842,88,-53.0354,-28.6129,84.204,45.8322,1.86562,8.45741,12.5162,14.4196
38,17,51,41,930,-0.290486,0.266809,1.38599,-0.483692,0.121213,1.42105,-0.60232,-0.0329243,1.35576,88,-53.2579,-28.6906,84.351,46.1007,2.19452,8.07152,14.2163,17.4655
39,17,51,41,964,-0.290486,0.266809,1.38599,-0.483692,0.121213,1.42105,-0.60232,-0.0329243,1.35576,88,-53.41,-29.1525,84.6243,46.6253,2.93404,7.62794,15.1192,24.1335
40,17,51,41,996,-0.291496,0.266314,1.38705,-0.483911,0.119349,1.41962,-0.600786,-0.034378,1.35069,88,-53.4533,-29.8198,84.8591,47.1046,3.77174,7.08344,14.9689,29.4022
41,17,51,42,30,-0.291496,0.266314,1.38705,-0.483911,0.119349,1.41962,-0.600786,-0.034378,1.35069,88,-53.3823,-30.4469,85.0905,47.6003,4.82231,6.74904,14.3495,33.5571
42,17,51,42,61,-0.291486,0.266336,1.38704,-0.483884,0.119285,1.41933,-0.600617,-0.0343949,1.35005,88,-53.2528,-30.9179,85.2985,48.0418,5.90378,5.92094,13.4452,35.1583
43,17,51,42,99,-0.291486,0.266336,1.38704,-0.483884,0.119285,1.41933,-0.600617,-0.0343949,1.35005,88,-53.1307,-31.202,85.5038,48.5376,7.23656,5.24734,12.4523,34.9097
44,17,51,42,127,-0.291486,0.266336,1.38704,-0.483884,0.119285,1.41933,-0.600617,-0.0343949,1.35005,88,-53.043,-31.3348,85.6288,48.8857,8.24181,5.29404,11.3949,36.1224
45,17,51,42,164,-0.292344,0.268065,1.38851,-0.488213,0.121474,1.41744,-0.605093,-0.0330487,1.34523,88,-53.0263,-31.3821,85.8176,49.2833,9.54025,4.8127,10.2983,34.2046
46,17,51,42,181,-0.292344,0.268065,1.38851,-0.488213,0.121474,1.41744,-0.605093,-0.0330487,1.34523,88,-53.1098,-31.4071,85.8994,49.4501,10.1266,4.70352,9.84718,33.1389
47,17,51,42,215,-0.292773,0.267431,1.38798,-0.489038,0.121905,1.41694,-0.606958,-0.0313654,1.3445,88,-53.2626,-31.428,86.0532,49.753,11.1882,4.26956,8.69362,31.2794
48,17,51,42,247,-0.292773,0.267431,1.38798,-0.489038,0.121905,1.41694,-0.606958,-0.0313654,1.3445,88,-53.4369,-31.4398,86.1987,50.029,12.201,3.90427,8.00629,30.7782
49,17,51,42,280,-0.293338,0.267639,1.39088,-0.491463,0.124288,1.41796,-0.615244,-0.0236841,1.34429,88,-53.6324,-31.386,86.3264,50.2782,13.1678,3.48129,7.66571,28.3523
50,17,51,42,315,-0.293338,0.267639,1.39088,-0.491463,0.124288,1.41796,-0.615244,-0.0236841,1.34429,88,-53.8684,-31.2045,86.4459,50.5488,14.1875,3.17642,6.99692,26.7139
51,17,51,42,346,-0.29372,0.268663,1.39542,-0.495264,0.128095,1.41996,-0.629338,-0.00995649,1.34299,88,-54.1629,-30.8897,86.5242,50.7726,14.9977,3.21007,7.27364,25.9861
52,17,51,42,380,-0.29372,0.268663,1.39542,-0.495264,0.128095,1.41996,-0.629338,-0.00995649,1.34299,88,-54.5288,-30.4612,86.6354,51.0136,15.8533,3.21899,6.90285,24.3539
53,17,51,42,413,-0.29372,0.268663,1.39542,-0.495264,0.128095,1.41996,-0.629338,-0.00995649,1.34299,88,-54.8889,-30.0296,86.7398,51.2395,16.6402,2.79465,6.91452,23.2354
54,17,51,42,448,-0.2946,0.270255,1.39963,-0.499454,0.133296,1.41963,-0.642081,0.00499205,1.34056,88,-55.2206,-29.6248,86.8462,51.4881,17.4223,2.46712,7.26128,20.3632
55,17,51,42,480,-0.2946,0.270255,1.39963,-0.499454,0.133296,1.41963,-0.642081,0.00499205,1.34056,88,-55.5937,-29.1636,86.9273,51.7209,18.0643,2.0874,7.40685,19.1142
56,17,51,42,514,-0.294869,0.272365,1.39858,-0.502895,0.143086,1.42441,-0.646229,0.0254647,1.33304,88,-56.0879,-29.0431,86.9822,51.9784,18.6802,2.0874,7.71103,17.0391
57,17,51,42,556,-0.294869,0.272365,1.39858,-0.502895,0.143086,1.42441,-0.646229,0.0254647,1.33304,88,-56.7654,-29.7511,87.0612,52.3135,19.3833,2.24533,8.09212,15.913
58,17,51,42,581,-0.298761,0.276161,1.403,-0.511956,0.151776,1.42176,-0.661448,0.0352611,1.33666,88,-57.5702,-30.6964,87.1161,52.5208,19.7685,1.99471,8.22189,15.3452
59,17,51,42,614,-0.298761,0.276161,1.403,-0.511956,0.151776,1.42176,-0.661448,0.0352611,1.33666,88,-58.4125,-31.0021,87.1848,52.801,20.2526,1.89857,8.77396,14.8631
60,17,51,42,646,-0.300104,0.273127,1.40932,-0.518827,0.153117,1.4157,-0.686348,0.0565709,1.33514,88,-59.2401,-30.3571,87.2452,53.1182,20.747,1.70631,9.91035,14.5322
61,17,51,42,681,-0.300104,0.273127,1.40932,-0.518827,0.153117,1.4157,-0.686348,0.0565709,1.33514,88,-60.0301,-28.7683,87.2974,53.4794,21.2613,1.57448,11.2383,14.5802
62,17,51,42,713,-0.300104,0.273127,1.40932,-0.518827,0.153117,1.4157,-0.686348,0.0565709,1.33514,88,-60.6874,-26.8558,87.3406,53.8344,21.6959,1.3884,12.2772,13.3312
63,17,51,42,761,-0.297304,0.274844,1.41563,-0.526865,0.180284,1.40997,-0.701654,0.11595,1.31641,88,-61.5416,-25.4163,87.4017,54.4482,22.2789,1.39732,13.588,10.8469
64,17,51,42,781,-0.297304,0.274844,1.41563,-0.526865,0.180284,1.40997,-0.701654,0.11595,1.31641,88,-63.1049,-24.7414,87.4299,54.738,22.4973,1.34308,13.9197,9.52652
65,17,51,42,811,-0.297304,0.274844,1.41563,-0.526865,0.180284,1.40997,-0.701654,0.11595,1.31641,88,-64.9681,-24.6547,87.4677,55.1713,22.7307,1.17485,14.7031,7.06078
66,17,51,42,848,-0.297612,0.276148,1.4149,-0.528585,0.185466,1.39902,-0.699358,0.132347,1.29148,88,-66.5193,-24.9817,87.5089,55.7412,22.9477,1.07529,16.3525,4.15146
67,17,51,42,881,-0.297612,0.276148,1.4149,-0.528585,0.185466,1.39902,-0.699358,0.132347,1.29148,87.855,-67.657,-25.6862,87.5473,56.3091,23.0589,0.98465,18.7839,3.05901
68,17,51,42,915,-0.29711,0.274581,1.42088,-0.531938,0.196213,1.39235,-0.702511,0.169332,1.27433,86.7696,-68.5903,-26.6042,87.5803,56.96,23.1592,0.494385,20.9647,3.25127
69,17,51,42,959,-0.296876,0.273206,1.42195,-0.532731,0.199342,1.39019,-0.705843,0.171498,1.27618,85.4758,-69.6736,-27.4082,87.5789,57.9659,23.3178,-2.51381,23.541,3.70857
70,17,51,42,980,-0.296876,0.273206,1.42195,-0.532731,0.199342,1.39019,-0.705843,0.171498,1.27618,84.143,-70.8794,-27.7379,87.5157,58.428,23.394,-4.80858,24.2015,3.79372
71,17,51,43,13,-0.297188,0.276673,1.42334,-0.534187,0.209435,1.38093,-0.709053,0.183959,1.26783,82.9367,-71.9944,-27.4296,87.3056,59.2513,23.5389,-8.15735,24.4302,5.30296
72,17,51,43,47,-0.297188,0.276673,1.42334,-0.534187,0.209435,1.38093,-0.709053,0.183959,1.26783,81.774,-72.9922,-26.5456,87.0152,60.0822,23.7298,-9.94812,25.1168,5.53986
73,17,51,43,79,-0.296872,0.276539,1.42305,-0.533743,0.211051,1.37847,-0.706984,0.188229,1.26266,80.7415,-73.8103,-25.4971,86.6389,60.9192,23.9097,-11.3503,26.0163,5.10796
74,17,51,43,114,-0.296872,0.276539,1.42305,-0.533743,0.211051,1.37847,-0.706984,0.188229,1.26266,79.9721,-74.3877,-24.7284,86.2111,61.8468,24.0855,-12.2326,26.8073,4.29428
75,17,51,43,145,-0.296872,0.276539,1.42305,-0.533743,0.211051,1.37847,-0.706984,0.188229,1.26266,79.4844,-74.7373,-24.3151,85.8101,62.6743,24.2056,-13.3463,26.8719,2.83379
76,17,51,43,174,-0.296872,0.276539,1.42305,-0.533743,0.211051,1.37847,-0.706984,0.188229,1.26266,79.2445,-74.8984,-24.16,85.407,63.444,24.2757,-13.0916,26.4681,1.67267
77,17,51,43,214,-0.296502,0.27796,1.42527,-0.533092,0.213474,1.37886,-0.695244,0.197654,1.24721,79.1421,-74.9535,-24.5003,84.8838,64.4753,24.3196,-12.5876,25.4224,0.465546
78,17,51,43,246,-0.296502,0.27796,1.42527,-0.533092,0.213474,1.37886,-0.695244,0.197654,1.24721,79.0648,-74.9805,-25.647,84.4794,65.2945,24.3285,-11.57,23.9289,0.101624
79,17,51,43,281,-0.296676,0.277693,1.42336,-0.532366,0.215385,1.36907,-0.695515,0.206998,1.23772,78.8628,-75.0395,-27.0809,84.101,66.1205,24.3306,-11.0646,22.4746,-0.0700378
80,17,51,43,313,-0.296676,0.277693,1.42336,-0.532366,0.215385,1.36907,-0.695515,0.206998,1.23772,78.4111,-75.167,-28.0799,83.7865,66.8305,24.3361,-10.8071,20.9667,0.606308
81,17,51,43,348,-0.296737,0.278629,1.42196,-0.532157,0.218166,1.36382,-0.692471,0.212778,1.22866,77.791,-75.354,-28.5835,83.4089,67.5124,24.3793,-11.2493,19.7122,2.21992
82,17,51,43,380,-0.296737,0.278629,1.42196,-0.532157,0.218166,1.36382,-0.692471,0.212778,1.22866,77.1472,-75.5752,-28.8208,83.0264,68.118,24.4755,-11.8275,17.9901,3.87337
83,17,51,43,413,-0.299798,0.274618,1.4217,-0.529929,0.223618,1.33868,-0.677189,0.223856,1.18932,76.2041,-75.9311,-28.8659,82.6117,68.7106,24.632,-12.5368,17.094,5.54741
84,17,51,43,448,-0.299798,0.274618,1.4217,-0.529929,0.223618,1.33868,-0.677189,0.223856,1.18932,74.5871,-76.5467,-28.7092,82.1379,69.3018,24.8346,-13.623,15.8107,5.80353
85,17,51,43,479,-0.299798,0.274618,1.4217,-0.529929,0.223618,1.33868,-0.677189,0.223856,1.18932,72.7257,-77.2536,-28.4563,81.7039,69.7721,25.0083,-16.1204,15.6205,6.21414
86,17,51,43,514,-0.300558,0.273728,1.41927,-0.524054,0.220056,1.32053,-0.629362,0.223856,1.13892,70.996,-77.766,-28.9207,81.0715,70.3194,25.2198,-19.798,15.4324,5.58037
87,17,51,43,546,-0.300558,0.273728,1.41927,-0.524054,0.220056,1.32053,-0.629362,0.223856,1.13892,69.2479,-77.9771,-30.9336,80.4117,70.8165,25.3798,-22.02,15.7153,5.3215
88,17,51,43,595,-0.301249,0.272318,1.4143,-0.52106,0.21886,1.30399,-0.631325,0.231352,1.12425,67.5044,-77.9739,-33.5333,79.2931,71.5519,25.6462,-23.9571,15.0925,5.58517
89,17,51,43,613,-0.301249,0.272318,1.4143,-0.52106,0.21886,1.30399,-0.631325,0.231352,1.12425,65.8539,-77.9,-35.2777,78.8262,71.8362,25.7526,-24.5586,15.3273,5.95528
90,17,51,43,645,-0.301249,0.272318,1.4143,-0.52106,0.21886,1.30399,-0.631325,0.231352,1.12425,64.4974,-77.8254,-36.0003,78.0057,72.3065,25.9909,-27.7247,14.0625,9.33357
91,17,51,43,681,-0.299089,0.27156,1.41222,-0.515724,0.218494,1.30039,-0.599405,0.243265,1.11003,63.584,-77.7695,-36.6383,76.9798,72.8091,26.3432,-28.8007,13.2598,11.5295
92,17,51,43,713,-0.299089,0.27156,1.41222,-0.515724,0.218494,1.30039,-0.599405,0.243265,1.11003,63.0116,-77.7343,-38.1338,76.0995,73.215,26.7153,-27.7233,11.8954,13.2797
93,17,51,43,747,-0.299722,0.27196,1.407,-0.507408,0.218913,1.27897,-0.57377,0.245564,1.08199,62.3969,-77.7168,-40.1728,75.1362,73.6153,27.2028,-26.8547,10.8202,15.4221
94,17,51,43,765,-0.299722,0.27196,1.407,-0.507408,0.218913,1.27897,-0.57377,0.245564,1.08199,61.3439,-77.7132,-42.0074,74.6816,73.7924,27.461,-26.7593,10.4185,14.951
95,17,51,43,797,-0.298816,0.275966,1.41154,-0.494365,0.225186,1.2653,-0.562238,0.240089,1.06783,59.7541,-77.7521,-42.883,73.7979,74.1165,27.9829,-27.7961,9.13719,16.0902
96,17,51,43,847,-0.298816,0.275966,1.41154,-0.494365,0.225186,1.2653,-0.562238,0.240089,1.06783,57.6784,-77.8682,-42.2457,72.369,74.5518,28.8501,-30.1012,8.39424,18.6562
97,17,51,43,880,-0.296266,0.276588,1.40936,-0.485984,0.231299,1.25482,-0.571326,0.239249,1.06436,55.4553,-78.1049,-40.1682,71.3329,74.8224,29.5052,-31.0069,7.42126,21.2215
98,17,51,43,914,-0.296266,0.276588,1.40936,-0.485984,0.231299,1.25482,-0.571326,0.239249,1.06436,53.4511,-78.4977,-36.9624,70.2294,75.0764,30.176,-33.7438,7.25922,19.5687
99,17,51,43,930,-0.296266,0.276588,1.40936,-0.485984,0.231299,1.25482,-0.571326,0.239249,1.06436,51.918,-78.9341,-33.6085,69.6822,75.1925,30.4871,-35.0416,7.24274,17.9324
100,17,51,43,963,-0.298088,0.278322,1.39935,-0.473963,0.235353,1.22615,-0.525591,0.264482,1.02439,50.6289,-79.312,-31.5227,68.5265,75.428,31.0343,-37.142,7.11502,15.3081
101,17,51,44,9,-0.298088,0.278322,1.39935,-0.473963,0.235353,1.22615,-0.525591,0.264482,1.02439,49.0604,-79.6462,-31.3715,66.7344,75.7693,31.631,-37.8802,7.39174,8.993
102,17,51,44,46,-0.29656,0.27887,1.39719,-0.470137,0.238007,1.22172,-0.514866,0.269526,1.01901,47.3852,-79.9454,-32.5584,65.3412,76.0474,31.8803,-36.6099,7.91496,3.8253
103,17,51,44,63,-0.29656,0.27887,1.39719,-0.470137,0.238007,1.22172,-0.514866,0.269526,1.01901,46.0171,-80.2134,-34.1264,64.715,76.184,31.9338,-37.6138,8.14911,2.15744
104,17,51,44,96,-0.29656,0.27887,1.39719,-0.470137,0.238007,1.22172,-0.514866,0.269526,1.01901,45.0944,-80.4281,-35.5032,63.5037,76.4518,31.9668,-38.9864,8.08388,0.269852
105,17,51,44,132,-0.296414,0.278633,1.39651,-0.468428,0.237546,1.21966,-0.510278,0.269721,1.01649,44.5718,-80.5592,-30,62.127,76.7374,31.9675,-38.4144,8.20267,-0.044632
106,17,51,44,164,-0.296414,0.278633,1.39651,-0.468428,0.237546,1.21966,-0.510278,0.269721,1.01649,44.29,-80.613,-30,60.9116,77.0045,31.9682,-35.8807,8.22258,-0
107,17,51,44,197,-0.295989,0.278477,1.39589,-0.466377,0.237098,1.21771,-0.505482,0.269809,1.01419,44.1182,-80.6119,-30,59.697,77.282,31.9688,-34.276,8.0159,0.115356
108,17,51,44,230,-0.295989,0.278477,1.39589,-0.466377,0.237098,1.21771,-0.505482,0.269809,1.01419,43.9726,-80.5786,-30,58.623,77.5456,31.9778,-31.905,7.84767,0.22728
109,17,51,44,263,-0.295989,0.278477,1.39589,-0.466377,0.237098,1.21771,-0.505482,0.269809,1.01419,43.8443,-80.5361,-30,57.6185,77.7894,31.9819,-30.0188,7.2496,0.105057
110,17,51,44,296,-0.292552,0.277735,1.39909,-0.461874,0.234886,1.22093,-0.49766,0.269174,1.01747,43.7458,-80.4769,-30,56.6407,78.0228,31.9826,-27.9444,6.64604,-0.0720978
111,17,51,44,331,-0.292552,0.277735,1.39909,-0.461874,0.234886,1.22093,-0.49766,0.269174,1.01747,43.6623,-80.3781,-30,55.6842,78.2398,31.9757,-26.7215,6.02737,-0.885773
112,17,51,44,362,-0.29326,0.277608,1.39848,-0.454316,0.235847,1.21149,-0.489265,0.262626,1.00608,43.4063,-80.2843,-30,54.9097,78.4101,31.9393,-24.8971,5.5941,-1.90201
113,17,51,44,398,-0.29326,0.277608,1.39848,-0.454316,0.235847,1.21149,-0.489265,0.262626,1.00608,42.77,-80.2564,-30,54.0726,78.5921,31.8576,-24.128,4.57512,-2.78297
114,17,51,44,426,-0.29326,0.277608,1.39848,-0.454316,0.235847,1.21149,-0.489265,0.262626,1.00608,41.9592,-80.2824,-30,53.4045,78.7191,31.7731,-24.3018,4.35265,-2.93472
115,17,51,44,464,-0.292878,0.27673,1.39703,-0.452426,0.234851,1.20865,-0.491786,0.263409,1.0042,41.263,-80.3221,-30,52.4954,78.8695,31.6647,-23.8136,3.85208,-2.76718
116,17,51,44,496,-0.292878,0.27673,1.39703,-0.452426,0.234851,1.20865,-0.491786,0.263409,1.0042,40.7379,-80.3534,-30,51.6817,78.9869,31.5761,-23.5142,3.24783,-2.55569
117,17,51,44,530,-0.292908,0.276254,1.39728,-0.452624,0.233714,1.20898,-0.49262,0.261579,1.00442,40.3959,-80.3614,-30,50.9216,79.0961,31.4902,-22.7053,3.04459,-2.36755
118,17,51,44,563,-0.292908,0.276254,1.39728,-0.452624,0.233714,1.20898,-0.49262,0.261579,1.00442,40.2273,-80.3377,-30,50.224,79.1949,31.4099,-21.7921,2.87086,-2.20207
119,17,51,44,598,-0.290783,0.274345,1.39593,-0.449631,0.230338,1.20708,-0.491928,0.259727,1.0031,40.1626,-80.2747,-30,49.468,79.2973,31.3364,-20.6275,2.79259,-2.04758
120,17,51,44,630,-0.290783,0.274345,1.39593,-0.449631,0.230338,1.20708,-0.491928,0.259727,1.0031,40.1264,-80.1672,-30,48.8068,79.3824,31.274,-18.7811,2.47192,-1.98166
121,17,51,44,663,-0.2913,0.275618,1.39632,-0.450408,0.226088,1.20808,-0.485567,0.258776,1.00261,40.105,-79.9633,-30,48.1943,79.4545,31.2094,-17.6255,2.17186,-1.83746
122,17,51,44,695,-0.2913,0.275618,1.39632,-0.450408,0.226088,1.20808,-0.485567,0.258776,1.00261,40.114,-79.6058,-30,47.6958,79.5156,31.1442,-16.7528,1.73309,-1.90132
123,17,51,44,728,-0.291503,0.274876,1.39646,-0.443653,0.227352,1.20372,-0.475086,0.255296,0.998054,40.0131,-79.2246,-30,47.1705,79.5733,31.081,-15.7798,1.21948,-1.69739
124,17,51,44,765,-0.291503,0.274876,1.39646,-0.443653,0.227352,1.20372,-0.475086,0.255296,0.998054,39.6353,-78.9916,-30,46.6068,79.6076,31.0206,-14.7498,0.579529,-1.48521
125,17,51,44,796,-0.291235,0.272942,1.39835,-0.445379,0.22494,1.20754,-0.467082,0.257292,1.00141,39.1593,-78.9022,-30,46.1357,79.62,30.9773,-14.3914,0.207367,-1.41518
126,17,51,44,843,-0.291235,0.272942,1.39835,-0.445379,0.22494,1.20754,-0.467082,0.257292,1.00141,38.8581,-78.8802,-30,45.4772,79.6241,30.908,-14.3131,-0,-1.27785
127,17,51,44,861,-0.291304,0.273478,1.39322,-0.442419,0.225324,1.2005,-0.451369,0.254411,0.993241,38.6977,-78.8804,-30,45.2142,79.6241,30.8839,-14.2788,-0.087204,-1.33141
128,17,51,44,896,-0.291304,0.273478,1.39322,-0.442419,0.225324,1.2005,-0.451369,0.254411,0.993241,38.5265,-78.8828,-30,44.7185,79.6138,30.8386,-13.542,-0.786209,-1.23528
129,17,51,44,930,-0.291304,0.273478,1.39322,-0.442419,0.225324,1.2005,-0.451369,0.254411,0.993241,38.3409,-78.8819,-30,44.257,79.576,30.7961,-12.4908,-1.32111,-1.30463
130,17,51,44,964,-0.290095,0.274788,1.39175,-0.438353,0.225147,1.19628,-0.445187,0.258781,0.989014,38.1373,-78.8587,-30,43.8403,79.5266,30.7514,-11.9751,-1.56075,-1.23184
131,17,51,44,998,-0.290095,0.274788,1.39175,-0.438353,0.225147,1.19628,-0.445187,0.258781,0.989014,37.8568,-78.7901,-30,43.477,79.4724,30.7075,-11.5652,-1.46393,-1.16661
132,17,51,45,32,-0.290022,0.274724,1.39153,-0.437748,0.224972,1.1957,-0.443769,0.2588,0.98846,37.5479,-78.6983,-30,43.0898,79.4202,30.6683,-11.7842,-1.50856,-1.06979
133,17,51,45,61,-0.290022,0.274724,1.39153,-0.437748,0.224972,1.1957,-0.443769,0.2588,0.98846,37.2907,-78.618,-30,42.7375,79.3803,30.6381,-12.065,-1.36368,-0.985336
134,17,51,45,97,-0.288993,0.273313,1.38659,-0.433979,0.219878,1.19131,-0.442444,0.260173,0.986408,37.0848,-78.4999,-30,42.298,79.3247,30.6045,-10.7288,-1.53259,-0.895386
135,17,51,45,131,-0.288993,0.273313,1.38659,-0.433979,0.219878,1.19131,-0.442444,0.260173,0.986408,36.8965,-78.2731,-30,41.9362,79.2719,30.5736,-10.9547,-1.59164,-0.831528
